5127,ABARTH,500,Abarth,43.5,155
5413,BMW,3 Series E90/E91/E92/E93,318i Saloon - from March 2010,44.8,146
5414,BMW,3 Series E90/E91/E92/E93,318i Saloon,42.8,155
5415,BMW,3 Series E90/E91/E92/E93,318d Saloon - with particle filter - up to February 2010,60.1,123
5416,BMW,3 Series E90/E91/E92/E93,318d Saloon - with particle filter - up to February 2010,52.3,144
5417,BMW,3 Series E90/E91/E92/E93,318d Saloon - with particle filter - from March 2010,62.8,119
5418,BMW,3 Series E90/E91/E92/E93,318d Saloon - with particle filter - from March 2010,53.3,140
5419,BMW,3 Series E90/E91/E92/E93,320i Saloon,44.1,148
5420,BMW,3 Series E90/E91/E92/E93,320i Saloon,41.5,159
5421,BMW,3 Series E90/E91/E92/E93,320d Saloon - with particle filter - up to February 2010,58.9,128
5422,BMW,3 Series E90/E91/E92/E93,320d Saloon - with particle filter - up to February 2010,52.3,144
5423,BMW,3 Series E90/E91/E92/E93,320d Saloon - with particle filter - from March 2010,60.1,125
5424,BMW,3 Series E90/E91/E92/E93,320d Saloon - with particle filter - from March 2010,53.3,140
5425,BMW,3 Series E90/E91/E92/E93,320d EfficientDynamics Saloon - with particle filter - from March 2010,68.9,109
5426,BMW,3 Series E90/E91/E92/E93,325i Saloon,39.2,168
5427,BMW,3 Series E90/E91/E92/E93,325i Saloon,38.2,174
5428,BMW,3 Series E90/E91/E92/E93,325d Saloon - with particle filter - from March 2010,49.6,151
5429,BMW,3 Series E90/E91/E92/E93,325d Saloon - with particle filter - from March 2010,46.3,160
5430,BMW,3 Series E90/E91/E92/E93,330i Saloon,38.2,173
5431,BMW,3 Series E90/E91/E92/E93,330i Saloon,37.7,175
5432,BMW,3 Series E90/E91/E92/E93,330d Saloon - with particle filter,49.6,152
5433,BMW,3 Series E90/E91/E92/E93,330d Saloon - with particle filter,45.6,164
5434,BMW,3 Series E90/E91/E92/E93,335i Saloon - from March 2010,33.6,196
5435,BMW,3 Series E90/E91/E92/E93,335i Saloon - from March 2010,32.5,202
5436,BMW,3 Series E90/E91/E92/E93,335d Saloon - with particle filter - from March 2010,42.8,174
5437,BMW,3 Series E90/E91/E92/E93,M3 Saloon - from March 2010,22.8,290
5438,BMW,3 Series E90/E91/E92/E93,M3 Saloon - from March 2010,25.2,263
5439,BMW,3 Series E90/E91/E92/E93,318i Touring - up to February 2010,44.8,147
5440,BMW,3 Series E90/E91/E92/E93,318i Touring - from March 2010,44.8,147
5441,BMW,3 Series E90/E91/E92/E93,318i Touring,41.5,159
5442,BMW,3 Series E90/E91/E92/E93,318d Touring - with particle filter - up to February 2010,58.9,125
5443,BMW,3 Series E90/E91/E92/E93,318d Touring - with particle filter - up to February 2010,50.4,146
5444,BMW,3 Series E90/E91/E92/E93,318d Touring - with particle filter - from March 2010,62.8,120
5445,BMW,3 Series E90/E91/E92/E93,318d Touring - with particle filter - from March 2010,52.3,142
5446,BMW,3 Series E90/E91/E92/E93,320i Touring,44.1,149
5447,BMW,3 Series E90/E91/E92/E93,320i Touring,40.4,164
5448,BMW,3 Series E90/E91/E92/E93,320d Touring - with particle filter - up to February 2010,57.6,130
5449,BMW,3 Series E90/E91/E92/E93,320d Touring - with particle filter - up to February 2010,50.4,146
5450,BMW,3 Series E90/E91/E92/E93,320d Touring - with particle filter - from March 2010,58.9,128
5451,BMW,3 Series E90/E91/E92/E93,320d Touring - with particle filter - from March 2010,52.3,142
5452,BMW,3 Series E90/E91/E92/E93,325i Touring,38.7,170
5453,BMW,3 Series E90/E91/E92/E93,325i Touring,37.2,178
5454,BMW,3 Series E90/E91/E92/E93,325d Touring - with particle filter - from March 2010,48.7,153
5455,BMW,3 Series E90/E91/E92/E93,325d Touring - with particle filter - from March 2010,45.6,163
5456,BMW,3 Series E90/E91/E92/E93,330i Touring,37.2,177
5457,BMW,3 Series E90/E91/E92/E93,330i Touring,35.8,184
5458,BMW,3 Series E90/E91/E92/E93,330d Touring - with particle filter,47.9,155
5459,BMW,3 Series E90/E91/E92/E93,330d Touring - with particle filter,44.8,165
5460,BMW,3 Series E90/E91/E92/E93,335i Touring - from March 2010,33.2,199
5461,BMW,3 Series E90/E91/E92/E93,335i Touring - from March 2010,32.5,203
5462,BMW,3 Series E90/E91/E92/E93,335d Touring - with particle filter - from March 2010,42.2,176
5463,BMW,5 Series F10/F11,523i Saloon - from March 2010,37.2,177
5464,BMW,5 Series F10/F11,523i Saloon - from March 2010,37.2,178
5465,BMW,5 Series F10/F11,525d Saloon - with particle filter - from March 2010,45.6,162
5466,BMW,5 Series F10/F11,525d Saloon - with particle filter - from March 2010,46.3,160
5467,BMW,5 Series F10/F11,528i Saloon - from March 2010,36.2,182
5468,BMW,5 Series F10/F11,528i Saloon - from March 2010,37.2,178
5469,BMW,5 Series F10/F11,530d Saloon - with particle filter - from March 2010,44.8,166
5470,BMW,5 Series F10/F11,530d Saloon - with particle filter - from January 2010 to week 06 2010 production,45.6,162
5471,BMW,5 Series F10/F11,530d Saloon - with particle filter - from week 07 2010 production,46.3,160
5472,BMW,5 Series F10/F11,535i Saloon - from March 2010,33.2,199
5473,BMW,5 Series F10/F11,535i Saloon - from March 2010,33.6,195
5474,BMW,5 Series F10/F11,550i Saloon - from March 2010,27.2,243
5475,BMW,5 Series Gran Turismo F07,530d Gran Turismo - with particle filter,43.5,173
5476,BMW,5 Series Gran Turismo F07,535i Gran Turismo,31.7,209
5477,BMW,5 Series Gran Turismo F07,535d Gran Turismo - with particle filter - from March 2010,42.2,175
5478,BMW,5 Series Gran Turismo F07,550i Gran Turismo,25.2,263
5479,BMW,7 Series F01/F02,730d Saloon - with particle filter,41.5,178
5480,BMW,7 Series F01/F02,730Ld Saloon - with particle filter,40.9,180
5481,BMW,7 Series F01/F02,740i Saloon,28.5,232
5482,BMW,7 Series F01/F02,740Li Saloon,28.2,235
5483,BMW,7 Series F01/F02,740d Saloon - with particle filter,40.9,181
5484,BMW,7 Series F01/F02,750i Saloon,24.8,266
5485,BMW,7 Series F01/F02,750Li Saloon,24.8,266
5486,BMW,7 Series F01/F02,760Li Saloon,21.7,303
5487,BMW,X1 Series s/xDrive E84,X1 sDrive18d - with particle filter,54.3,136
5488,BMW,X1 Series s/xDrive E84,X1 xDrive18d - with particle filter - up to February 2010,49.6,150
5489,BMW,X1 Series s/xDrive E84,X1 xDrive18d - with particle filter - from March 2010,49.6,150
5490,BMW,X1 Series s/xDrive E84,X1 sDrive20d - with particle filter,53.3,139
5491,BMW,X1 Series s/xDrive E84,X1 sDrive20d - with particle filter - from March 2010,47.9,155
5492,BMW,X1 Series s/xDrive E84,X1 xDrive20d - with particle filter,48.7,153
5493,BMW,X1 Series s/xDrive E84,X1 xDrive20d - with particle filter,45.6,164
5494,BMW,X1 Series s/xDrive E84,X1 xDrive23d - with particle filter,44.8,167
5495,BMW,X3 Series E83,X3 xDrive18d - with particle filter,45.6,165
5496,BMW,X3 Series E83,X3 xDrive20d - with particle filter,43.5,172
5497,BMW,X3 Series E83,X3 xDrive20d - with particle filter,42.2,178
5498,BMW,X5 Series E70,X5 xDrive30d - with particle filter - from April 2010,38.2,195
5499,BMW,X5 Series E70,X5 xDrive40d - with particle filter - from April 2010,37.7,198
5500,BMW,X5 Series E70,X5 xDrive50i - from April 2010,22.6,292
5501,BMW,X5 Series E70,X5 M,20.3,325
5502,BMW,X6 Series E71,X6 xDrive30d - with particle filter - from April 2010,38.2,195
5503,BMW,X6 Series E71,X6 xDrive35i - up to March 2010,25.4,259
5504,BMW,X6 Series E71,X6 xDrive35i - from April 2010,28.0,236
5505,BMW,X6 Series E71,X6 xDrive40d - with particle filter - from April 2010,37.7,198
5506,BMW,X6 Series E71,X6 xDrive50i - up to March 2010,22.1,299
5507,BMW,X6 Series E71,X6 xDrive50i - from April 2010,22.6,292
5508,BMW,X6 Series E71,X6 M,20.3,325
5509,CHEVROLET,Cruze,1.6S 4 Door Saloon (with a/c),41.5,159
5510,CHEVROLET,Cruze,1.6LS 4 Door Saloon (with a/c),41.5,159
5511,CHEVROLET,Cruze,1.6LS Auto 4 Door Saloon (with a/c),36.2,184
5512,CHEVROLET,Cruze,1.8LT 4 Door Saloon (with a/c),41.5,159
5513,CHEVROLET,Cruze,1.8LT Auto 4 Door Saloon (with a/c),36.2,184
5514,CHEVROLET,Spark,1.0 5 Door Hatchback,55.4,119
5515,CHEVROLET,Spark,1.2 LS+ 5 Door Hatchback,55.4,119
5516,CHEVROLET,Spark,1.0+ 5 Door Hatchback,55.4,119
5517,CHEVROLET,Spark,1.0 LS 5 Door Hatchback,55.4,119
5518,CHEVROLET,Spark,1.2 LS 5 Door Hatchback,55.4,119
5519,CHEVROLET,Spark,1.2 LT 5 Door Hatchback,55.4,119
5520,CHRYSLER JEEP,Jeep Wrangler,3.8 Sahara & Rubicon 3.73 axle ratio (JK72),23.7,276
5521,CHRYSLER JEEP,Jeep Wrangler,3.8 Rubicon 4.1 axle ratio (JK72),23.3,280
5522,CHRYSLER JEEP,Jeep Wrangler,3.8 Rubicon 4.1 axle ratio (JK72),23.2,283
5523,CHRYSLER JEEP,Jeep Wrangler,3.8 Rubicon 4.1 axle ratio (JK74),22.8,287
5524,CHRYSLER JEEP,Jeep Wrangler,3.8 Rubicon 4.1 axle ratio (JK74),22.8,288
5525,CHRYSLER JEEP,Jeep Compass,2.4 CVT,32.1,203
5526,CHRYSLER JEEP,Jeep Compass,2.4 Manual,32.5,201
5527,CHRYSLER JEEP,Jeep Patriot,2.4 CVT,31.0,210
5528,CHRYSLER JEEP,Jeep Patriot,2.4 Manual,33.2,196
5529,CITROEN,C4,2.0HDi 140hp,53.3,139
5530,CITROEN,C6,3.0HDi V6,38.2,195
5531,CITROEN,C5,3.0HDi Tourer auto,38.2,195
5532,CITROEN,C5,2.0HDi 160hp,41.5,179
5533,CITROEN,C5,2.0HDi 160hp Tourer,49.6,149
5534,CITROEN,C5,2.0HDi 160hp Tourer,40.9,179
5535,CITROEN,C5,1.6i 16v THP,39.8,167
5536,CITROEN,C5,2.0HDi 140hp,48.7,153
5537,CITROEN,C5,3.0HDi auto,38.2,195
5538,CITROEN,C5,2.0HDi 140hp Tourer,47.9,155
5539,CITROEN,C5,2.0HDi 160hp,50.4,147
5540,CITROEN,C3 Picasso,1.6VTi 120hp,40.9,159
5541,CITROEN,New C3,1.1i 8v 61hp,47.1,137
5542,CITROEN,New C3,1.4i 8v 75hp,46.3,140
5543,CITROEN,New C3,1.4i 16v VTi 120hp,47.9,136
5544,CITROEN,New C3,1.6i 16v VTi 120hp auto,40.9,158
5545,CITROEN,New C3,1.6HDi 90hp Airdream+,74.3,99
5546,CITROEN,New C3,1.6HDi 110hp,64.2,115
5547,CITROEN,New C3,1.4i 16v VTi 95hp,47.9,136
5548,CITROEN,DS3,1.6 16v VTi 120hp,47.9,136
5549,CITROEN,DS3,1.4 16v VTi 95hp,48.7,134
5550,CITROEN,DS3,1.6 16V THP 150hp,42.2,155
5551,CITROEN,DS3,1.6HDi 90hp,70.6,104
5552,CITROEN,DS3,1.6HDi 110hp,62.8,118
5553,CITROEN,DS3,1.6HDi 90hp,74.3,99
5554,FERRARI,All Models,California,21.5,299
5555,FIAT,500 and 500C,1.2,55.4,119
5556,FIAT,500 and 500C,1.2 Dualogic,56.5,118
5557,FIAT,500 and 500C,1.2 Start and Stop,58.9,113
5558,FIAT,500 and 500C,1.2 Dualogic Stop and Start,60.1,110
5559,FIAT,500 and 500C,1.4 16v,46.3,140
5560,FIAT,500 and 500C,1.4 16v Dualogic,48.7,135
5561,FIAT,500 and 500C,1.4 16v Start and Stop,48.7,135
5562,FIAT,500 and 500C,1.4 16v Dualogic Start and Stop,50.4,130
5563,FIAT,500 and 500C,1.3 16v MultiJet 75,67.3,110
5564,FIAT,500 and 500C,1.3 16v MultiJet 95,72.4,104
5565,FIAT,Punto Evo,1.4 8v,49.6,132
5566,FIAT,Punto Evo,1.4 8v Dualogic,52.3,124
5567,FIAT,Punto Evo,1.4 16v MultiAir 105,49.6,134
5568,FIAT,Punto Evo,1.4 16v MultiAir Turbo 135,50.4,129
5569,FIAT,Punto Evo,1.3 16v MultiJet 75,68.9,108
5570,FIAT,Punto Evo,1.3 16v MultiJet 95,67.3,110
5571,FIAT,Punto Evo,1.3 16v MultiJet 95 Dualogic,68.9,107
5572,FIAT,Bravo,1.6 16v MultiJet 120,58.9,125
5573,FIAT,Bravo,1.6 16v MultiJet 120 Dualogic,61.4,120
5574,FIAT,Bravo,2.0 16v MultiJet 165,53.3,139
5575,FIAT,Sedici (Series 2),1.6 4x2,45.6,143
5576,FIAT,Sedici (Series 2),1.6 4x4,43.5,149
5577,FIAT,Sedici (Series 2),2.0 MultiJet 4x4,51.4,143
5578,FIAT,New Doblo,1.4,39.2,166
5579,FIAT,New Doblo,1.6 MultiJet,54.3,138
5580,FIAT,New Doblo,2.0 MultiJet,49.6,150
5581,FIAT,Grande Punto (Series 2),1.6 16v MultiJet 120,62.8,119
5582,FORD,New Fiesta,1.25 Duratec (60PS),51.4,127
5583,FORD,New Fiesta,1.25 Duratec (82PS),49.6,133
5584,FORD,Focus,1.6 Duratorq TDCi (109PS) 3/5 Door Saloon (+DPF),62.8,119
5585,FORD,Focus,1.6 Duratorq TDCi (90PS) 5 Door Saloon,62.8,119
5586,FORD,Focus,1.6 Duratorq TDCi (90PS) Estate,62.8,119
5587,FORD,Focus,1.6 Duratorq TDCi (109PS) Estate (+DPF),62.8,119
5588,FORD,Focus,1.6 Duratorq TDCi (90PS) 3/5 Door,64.2,115
5589,FORD,Focus,1.6 Duratorq TDCi (90PS) Estate,64.2,115
5590,FORD,Focus,1.6 Duratorq TDCi (109PS) 3/5 Door (+DPF),64.2,115
5591,FORD,Focus,1.6 Duratorq TDCi (109PS) Estate (+DPF),64.2,115
5592,FORD,Mondeo,2.0 Duratec (145PS) Saloon,35.8,184
5593,FORD,Mondeo,2.0 Duratec (145PS) Estate,35.8,184
5594,FORD,S-Max,2.0 Duratec (145PS),34.4,189
5595,FORD,Galaxy,2.0 Duratec (145PS),34.4,189
5596,HONDA,Civic,1.4 i-VTEC SE 5 door,47.9,135
5597,HONDA,Civic,1.4 i-VTEC SE 5 door,49.6,132
5598,HONDA,Civic,1.4 i-VTEC Type S 3 door,47.9,135
5599,HONDA,Civic,1.4 i-VTEC Type S 3 door,49.6,132
5600,HONDA,Civic,1.8 i-VTEC ES 5 door,42.2,155
5601,HONDA,Civic,1.8 i-VTEC ES GT 5 door,42.2,155
5602,HONDA,Civic,1.8 i-VTEC EX 5 door,42.2,155
5603,HONDA,Civic,1.8 i-VTEC EX GT 5 door,42.2,155
5604,HONDA,Civic,1.8 i-VTEC SE 5 door,42.8,152
5605,HONDA,Civic,1.8 i-VTEC Type S 3 door,42.2,155
5606,HONDA,Civic,1.8 i-VTEC Type S GT 3 door,42.2,155
5607,HONDA,Civic,1.4 i-VTEC Type S 3 door,47.9,135
5608,HONDA,Civic,1.4 i-VTEC Type S 3 door,49.6,132
5609,HONDA,Civic,1.4 i-VTEC Type S-T 3 door,47.9,135
5610,HONDA,Civic,1.4 i-VTEC Type S-T 3 door,49.6,132
5611,HONDA,Civic,1.4 i-VTEC SE 5 door,47.9,135
5612,HONDA,Civic,1.4 i-VTEC SE 5 door,49.6,132
5613,HONDA,Civic,1.4 i-VTEC SE-T 5 door,47.9,135
5614,HONDA,Civic,1.4 i-VTEC SE-T 5 door,49.6,132
5615,HONDA,Civic,1.4 i-VTEC Si 5 door,47.9,135
5616,HONDA,Civic,1.4 i-VTEC Si 5 door,49.6,132
5617,HONDA,Civic,1.4 i-VTEC Si-T 5 door,47.9,135
5618,HONDA,Civic,1.4 i-VTEC Si-T 5 door,49.6,132
5619,HONDA,Civic,1.8 i-VTEC Type S GT 3 door,42.2,155
5620,HONDA,Civic,1.8 i-VTEC Type S GT-T 3 door,42.2,155
5621,HONDA,Civic,1.8 i-VTEC ES 5 door,42.2,155
5622,HONDA,Civic,1.8 i-VTEC ES-T 5 door,42.2,155
5623,HONDA,Civic,1.8 i-VTEC EX GT 5 door,42.2,155
5624,HONDA,Civic,1.8 i-VTEC SE 5 door,42.8,152
5625,HONDA,Civic,1.8 i-VTEC SE-T 5 door,42.8,152
5626,HONDA,Civic,1.8 i-VTEC Si 5 door,42.2,155
5627,HONDA,Civic,1.8 i-VTEC Si-T 5 door,42.2,155
5628,HONDA,Civic Hybrid,1.4 IMA ES Saloon,61.4,109
5629,HONDA,Civic Hybrid,1.4 IMA ES Leather Saloon,61.4,109
5630,HONDA,Civic Hybrid,1.4 IMA EX Saloon,61.4,109
5631,HONDA,Civic Hybrid,1.4 IMA ES Saloon,61.4,109
5632,HONDA,Civic Hybrid,1.4 IMA ES Leather Saloon,61.4,109
5633,HONDA,Civic Hybrid,1.4 IMA EX Saloon,61.4,109
5634,HONDA,Accord,2.0 i-VTEC ES Saloon,39.2,170
5635,HONDA,Accord,2.0 i-VTEC ES Saloon,37.7,178
5636,HONDA,Accord,2.0 i-VTEC ES GT Saloon,38.7,174
5637,HONDA,Accord,2.0 i-VTEC ES GT Saloon,36.7,182
5638,HONDA,Accord,2.0 i-VTEC EX Saloon,36.7,182
5639,HONDA,Accord,2.0 i-VTEC EX Saloon,38.7,174
5640,HONDA,Accord,2.4 i-VTEC EX Saloon,32.1,209
5641,HONDA,Accord,2.4 i-VTEC EX Saloon,32.8,202
5642,HONDA,Accord,2.2 i-DTEC ES Saloon,50.4,148
5643,HONDA,Accord,2.2 i-DTEC ES Saloon,44.1,170
5644,HONDA,Accord,2.2 i-DTEC ES GT Saloon,49.7,150
5645,HONDA,Accord,2.2 i-DTEC ES GT Saloon,44.1,170
5646,HONDA,Accord,2.2 i-DTEC EX Saloon,49.7,150
5647,HONDA,Accord,2.2 i-DTEC EX Saloon,44.1,170
5648,HONDA,Accord,2.2 i-DTEC Type S Saloon,48.7,154
5649,HONDA,Accord,2.0 i-VTEC ES Tourer,38.7,173
5650,HONDA,Accord,2.0 i-VTEC ES Tourer,36.7,183
5651,HONDA,Accord,2.0 i-VTEC ES GT Tourer,37.7,177
5652,HONDA,Accord,2.0 i-VTEC ES GT Tourer,35.8,187
5653,HONDA,Accord,2.2 i-DTEC ES Tourer,47.9,155
5654,HONDA,Accord,2.2 i-DTEC ES Tourer,42.8,173
5655,HONDA,Accord,2.2 i-DTEC ES GT Tourer,47.9,157
5656,HONDA,Accord,2.2 i-DTEC ES GT Tourer,42.8,174
5657,HONDA,Accord,2.2 i-DTEC EX Tourer,47.9,157
5658,HONDA,Accord,2.2 i-DTEC EX Tourer,42.8,174
5659,HONDA,Insight,1.3 IMA ES 5 door,61.4,105
5660,HONDA,Insight,1.3 IMA ES-T 5 door,61.4,105
5661,HONDA,Insight,1.3 IMA S 5 door,64.2,101
5662,HONDA,Insight,1.3 IMA SE 5 door,64.2,101
5663,HYUNDAI,Santa Fe,2.2l CRDi (5 & 7 Seat) - 2010 MY Facelift,41.5,176
5664,HYUNDAI,Santa Fe,2.2l CRDi (5 Seat) - 2010 MY Facelift,39.2,194
5665,HYUNDAI,Santa Fe,2.2l CRDi (7 Seat) - 2010 MY Facelift,38.2,197
5666,INFINITI,EX37 2009,EX37 4WD,25.7,265
5667,INFINITI,FX 2009,FX37 4WD,23.3,282
5668,INFINITI,FX 2009,FX50 4WD,21.6,307
5669,INFINITI,G37 2009,G37 Saloon 2WD,26.6,248
5670,INFINITI,G37 2009,G37 Saloon 2WD,26.9,246
5671,INFINITI,G37 2009,G37 Saloon 4WD,25.7,255
5672,INFINITI,G37 2009,G37 Coupé,26.6,248
5673,INFINITI,G37 2009,G37 Coupé,26.9,246
5674,INFINITI,G37 2009,G37 Convertible,25.7,275
5675,INFINITI,G37 2009,G37 Convertible,24.8,264
5676,JAGUAR CARS,XK,5.0L Convertible,24.9,264
5677,JAGUAR CARS,XK,5.0L Coupé,24.9,264
5678,JAGUAR CARS,XF,5.0L V8,24.9,264
5679,JAGUAR CARS,XF,TDV6 cDPF,40.6,179
5680,JAGUAR CARS,XF,5.0L V8 Supercharged,22.5,292
5681,JAGUAR CARS,XKR8,5.0L Supercharged Convertible,22.5,292
5682,JAGUAR CARS,XKR8,5.0L Supercharged Coupé,22.5,292
5683,LAND ROVER,Discovery 4,3.0 V6,30.4,244
5684,LAND ROVER,Discovery 4,5.0 V8,20.0,328
5685,LAND ROVER,Range Rover,5.0 V8 Super Charged,19.0,348
5686,LAND ROVER,Range Rover,5.0 V8,20.2,326
5687,LAND ROVER,Range Rover Sport,3.0 V6,30.7,243
5688,LAND ROVER,Range Rover Sport,5.0 V8 Super Charged,19.0,348
5689,LAND ROVER,Range Rover Sport,5.0 V8,20.3,327
5690,MASERATI,Quattroporte,Automatic,19.2,340
5691,MASERATI,Quattroporte,S,18.0,365
5692,MASERATI,Quattroporte,Sport GT S,18.0,365
5693,MASERATI,Granturismo,Automatic,19.8,330
5694,MASERATI,Granturismo,S,17.2,385
5695,MASERATI,Granturismo,S Automatic,18.6,354
5696,MASERATI,Grancabrio,Automatic,18.3,358
5697,MAZDA,Mazda3,2.0 4/5 Door,41.5,159
5698,MAZDA,Mazda3,2.0 5 Door,37.2,175
5699,MAZDA,Mazda3,MPS,29.4,224
5700,MAZDA,Mazda3,2.2 (150PS) 5 Door,52.3,144
5701,MAZDA,Mazda3,2.2 (185PS) 4/5 Door,50.4,149
5702,MAZDA,CX-7,2.2D,37.7,199
5703,MERCEDES-BENZ,A-Class 3 door,A 160 BlueEFFICIENCY with 15 rear wheels,47.1,139
5704,MERCEDES-BENZ,A-Class 3 door,A 160 BlueEFFICIENCY with 16 rear wheels,45.6,143
5705,MERCEDES-BENZ,A-Class 3 door,A 160 BlueEFFICIENCY with 17/18 rear wheels,45.6,143
5706,MERCEDES-BENZ,A-Class 3 door,A 160 CDI with 185/65 15 rear wheels,64.2,116
5707,MERCEDES-BENZ,A-Class 3 door,A 180 BlueEFFICIENCY with 15 rear wheels,44.8,145
5708,MERCEDES-BENZ,A-Class 3 door,A 180 BlueEFFICIENCY with 195/55 16 rear wheels,43.5,151
5709,MERCEDES-BENZ,A-Class 3 door,A 180 BlueEFFICIENCY with 17/18 rear wheels,42.8,153
5710,MERCEDES-BENZ,A-Class 3 door,A 180 CDI with 15 rear wheels,56.5,131
5711,MERCEDES-BENZ,A-Class 5 door,A 160 BlueEFFICIENCY with 15 rear wheels,47.1,139
5712,MERCEDES-BENZ,A-Class 5 door,A 160 BlueEFFICIENCY with 16 rear wheels,45.6,143
5713,MERCEDES-BENZ,A-Class 5 door,A 160 BlueEFFICIENCY with 17/18 rear wheels,45.6,143
5714,MERCEDES-BENZ,A-Class 5 door,A 160 CDI with 185/65 15 rear wheels,62.8,118
5715,MERCEDES-BENZ,A-Class 5 door,A 180 BlueEFFICIENCY with 15 rear wheels,44.8,145
5716,MERCEDES-BENZ,A-Class 5 door,A 180 BlueEFFICIENCY with 195/55 16 rear wheels,43.5,151
5717,MERCEDES-BENZ,A-Class 5 door,A 180 BlueEFFICIENCY with 17/18 rear wheels,42.8,153
5718,MERCEDES-BENZ,A-Class 5 door,A 180 CDI with 15 rear wheels,56.5,131
5719,MERCEDES-BENZ,B-Class,B 160 BlueEFFICIENCY with 195/65 15 or 205/55 16 rear wheels,44.1,149
5720,MERCEDES-BENZ,B-Class,B 160 BlueEFFICIENCY with 215/45 17 or 215/40 18 rear wheels,42.8,152
5721,MERCEDES-BENZ,B-Class,B 180 BlueEFFICIENCY with 195/65 15 or 205/55 16 rear wheels,44.8,146
5722,MERCEDES-BENZ,B-Class,B 180 BlueEFFICIENCY with 215/45 17 or 215/40 18 rear wheels,42.8,153
5723,MERCEDES-BENZ,C-Class Saloon,C 180 CGI BlueEFFICIENCY with 195/60 16 rear wheels,40.4,163
5724,MERCEDES-BENZ,C-Class Saloon,C 200 CDI BlueEFFICIENCY with 195/60 16 rear wheels,56.5,130
