5127,ABARTH,500,Abarth,43.5,155
5725,MERCEDES-BENZ,C-Class Saloon,C 200 CDI BlueEFFICIENCY with 205/55 16 rear wheels,51.4,145
5726,MERCEDES-BENZ,C-Class Saloon,C 200 CDI BlueEFFICIENCY with 205/55 16 rear wheels,56.5,131
5727,MERCEDES-BENZ,C-Class Saloon,C 200 CDI BlueEFFICIENCY with 225/45 or 245/40 17 rear wheels,47.9,155
5728,MERCEDES-BENZ,C-Class Saloon,C 200 CDI BlueEFFICIENCY with 225/45 or 245/40 17 rear wheels,52.3,139
5729,MERCEDES-BENZ,C-Class Saloon,C 200 CDI BlueEFFICIENCY with 225/50 16 rear wheels,49.6,149
5730,MERCEDES-BENZ,C-Class Saloon,C 200 CDI BlueEFFICIENCY with 225/50 16 rear wheels,54.3,134
5731,MERCEDES-BENZ,C-Class Saloon,C 200 CDI BlueEFFICIENCY with 255/35 18 rear wheels,44.8,164
5732,MERCEDES-BENZ,C-Class Saloon,C 200 CDI BlueEFFICIENCY with 255/35 18 rear wheels,49.6,148
5733,MERCEDES-BENZ,C-Class Saloon,C 220 CDI BlueEFFICIENCY with 205/55 16 rear wheels,48.7,153
5734,MERCEDES-BENZ,C-Class Saloon,C 220 CDI BlueEFFICIENCY with 205/55 16 rear wheels,58.9,127
5735,MERCEDES-BENZ,C-Class Saloon,C 220 CDI BlueEFFICIENCY with 225/45 or 245/40 17 rear wheels,46.3,160
5736,MERCEDES-BENZ,C-Class Saloon,C 180 CGI BlueEFFICIENCY with 205/55 16 rear wheels,39.8,165
5737,MERCEDES-BENZ,C-Class Saloon,C 180 CGI BlueEFFICIENCY with 225/45 or 245/40 17 rear wheels,38.2,172
5738,MERCEDES-BENZ,C-Class Saloon,C 220 CDI BlueEFFICIENCY with 225/45 or 245/40 17 rear wheels,55.4,135
5739,MERCEDES-BENZ,C-Class Saloon,C 220 CDI BlueEFFICIENCY with 225/50 16 rear wheels,47.1,156
5740,MERCEDES-BENZ,C-Class Saloon,C 220 CDI BlueEFFICIENCY with 225/50 16 rear wheels,56.5,131
5741,MERCEDES-BENZ,C-Class Saloon,C 220 CDI BlueEFFICIENCY with 255/35 18 rear wheels,44.1,167
5742,MERCEDES-BENZ,C-Class Saloon,C 220 CDI BlueEFFICIENCY with 255/35 18 rear wheels,52.3,143
5743,MERCEDES-BENZ,C-Class Saloon,C 250 CDI BlueEFFICIENCY with 205/55 16 rear wheels,48.7,153
5744,MERCEDES-BENZ,C-Class Saloon,C 250 CDI BlueEFFICIENCY with 205/55 16 rear wheels,55.4,134
5745,MERCEDES-BENZ,C-Class Saloon,C 250 CDI BlueEFFICIENCY with 225/45 or 245/40 17 rear wheels,46.3,160
5746,MERCEDES-BENZ,C-Class Saloon,C 250 CDI BlueEFFICIENCY with 225/45 or 245/40 17 rear wheels,52.3,142
5747,MERCEDES-BENZ,C-Class Saloon,C 250 CDI BlueEFFICIENCY with 225/50 16 rear wheels,47.1,156
5748,MERCEDES-BENZ,C-Class Saloon,C 250 CDI BlueEFFICIENCY with 225/50 16 rear wheels,54.3,137
5749,MERCEDES-BENZ,C-Class Saloon,C 250 CDI BlueEFFICIENCY with 255/35 18 rear wheels,44.1,167
5750,MERCEDES-BENZ,C-Class Saloon,C 250 CDI BlueEFFICIENCY with 255/35 18 rear wheels,50.4,147
5751,MERCEDES-BENZ,C-Class Saloon,C 180 CGI BlueEFFICIENCY with 225/50 16 rear wheels,39.2,168
5752,MERCEDES-BENZ,C-Class Saloon,C 180 CGI BlueEFFICIENCY with 255/35 18 rear wheels,37.2,177
5753,MERCEDES-BENZ,C-Class Saloon,C 200 CDI BlueEFFICIENCY with 195/60 16 rear wheels,51.4,144
5754,MERCEDES-BENZ,C-Class Saloon,C 250 CGI BlueEFFICIENCY with 205/55 16 rear wheels,39.2,168
5755,MERCEDES-BENZ,C-Class Saloon,C 250 CGI BlueEFFICIENCY with 225/45 or 245/40 17 rear wheels,37.2,178
5756,MERCEDES-BENZ,C-Class Saloon,C 250 CGI BlueEFFICIENCY with 225/50 16 rear wheels,38.2,173
5757,MERCEDES-BENZ,C-Class Saloon,C 250 CGI BlueEFFICIENCY with 255/35 18 rear wheels,35.8,184
5758,MERCEDES-BENZ,C-Class Saloon,C 350 with 225/45 or 245/40 17 rear wheels,28.5,232
5759,MERCEDES-BENZ,C-Class Saloon,C 350 with 255/35 18 rear wheels,27.7,239
5760,MERCEDES-BENZ,C-Class Estate,C 180 CGI BlueEFFICIENCY with 205/55 16 rear wheels,38.2,172
5761,MERCEDES-BENZ,C-Class Estate,C 180 CGI BlueEFFICIENCY with 225/45 or 245/40 17 rear wheels,36.7,179
5762,MERCEDES-BENZ,C-Class Estate,C 180 CGI BlueEFFICIENCY with 255/35 18 rear wheels,35.3,186
5763,MERCEDES-BENZ,C-Class Estate,C 200 CDI BlueEFFICIENCY with 205/55 16 rear wheels,48.7,153
5764,MERCEDES-BENZ,C-Class Estate,C 200 CDI BlueEFFICIENCY with 205/55 16 rear wheels,54.3,137
5765,MERCEDES-BENZ,C-Class Estate,C 200 CDI BlueEFFICIENCY with 225/45 or 245/40 17 rear wheels,46.3,160
5766,MERCEDES-BENZ,C-Class Estate,C 200 CDI BlueEFFICIENCY with 225/50 16 rear wheels,52.3,141
5767,MERCEDES-BENZ,C-Class Estate,C 200 CDI BlueEFFICIENCY with 255/35 18 rear wheels,44.1,167
5768,MERCEDES-BENZ,C-Class Estate,C 200 CDI BlueEFFICIENCY with 255/35 18 rear wheels,47.9,155
5769,MERCEDES-BENZ,C-Class Estate,C 220 CDI BlueEFFICIENCY with 205/55 16 rear wheels,47.1,159
5770,MERCEDES-BENZ,C-Class Estate,C 220 CDI BlueEFFICIENCY with 205/55 16 rear wheels,57.6,130
5771,MERCEDES-BENZ,C-Class Estate,C 220 CDI BlueEFFICIENCY with 225/50 16 rear wheels,56.5,133
5772,MERCEDES-BENZ,C-Class Estate,C 250 CGI BlueEFFICIENCY with 255/35 18 rear wheels,35.3,188
5773,MERCEDES-BENZ,C-Class Estate,C 350 with 225/45 or 245/40 17 rear wheels,28.0,235
5774,MERCEDES-BENZ,C-Class Estate,C 350 CDI BlueEFFICIENCY with 225/45 or 245/40 17 rear wheels,41.5,180
5775,MERCEDES-BENZ,C-Class Estate,C 180 CGI BlueEFFICIENCY with 225/50 16 rear wheels,37.7,175
5776,MERCEDES-BENZ,C-Class Estate,C 220 CDI BlueEFFICIENCY with 255/35 18 rear wheels,43.5,171
5777,MERCEDES-BENZ,C-Class Estate,C 220 CDI BlueEFFICIENCY with 255/35 18 rear wheels,52.3,144
5778,MERCEDES-BENZ,C-Class Estate,C 250 CDI BlueEFFICIENCY with 205/55 or 225/50 16 rear wheels,46.3,160
5779,MERCEDES-BENZ,C-Class Estate,C 250 CDI BlueEFFICIENCY with 205/55 or 225/50 16 rear wheels,53.3,140
5780,MERCEDES-BENZ,C-Class Estate,C 250 CDI BlueEFFICIENCY with 225/45 or 245/40 17 rear wheels,44.8,166
5781,MERCEDES-BENZ,C-Class Estate,C 250 CDI BlueEFFICIENCY with 225/45 or 245/40 17 rear wheels,51.4,145
5782,MERCEDES-BENZ,C-Class Estate,C 250 CDI BlueEFFICIENCY with 255/35 18 rear wheels,43.5,171
5783,MERCEDES-BENZ,C-Class Estate,C 250 CDI BlueEFFICIENCY with 255/35 18 rear wheels,48.7,153
5784,MERCEDES-BENZ,C-Class Estate,C 350 CDI BlueEFFICIENCY with 255/35 18 rear wheels,40.4,184
5785,MERCEDES-BENZ,C-Class Estate,C 200 CDI BlueEFFICIENCY with 225/45 or 245/40 17 rear wheels,50.4,146
5786,MERCEDES-BENZ,C-Class Estate,C 200 CDI BlueEFFICIENCY with 225/50 16 rear wheels,47.9,156
5787,MERCEDES-BENZ,C-Class Estate,C 220 CDI BlueEFFICIENCY with 225/45 or 245/40 17 rear wheels,44.8,166
5788,MERCEDES-BENZ,C-Class Estate,C 220 CDI BlueEFFICIENCY with 225/45 or 245/40 17 rear wheels,54.3,137
5789,MERCEDES-BENZ,C-Class Estate,C 220 CDI BlueEFFICIENCY with 225/50 16 rear wheels,46.3,160
5790,MERCEDES-BENZ,C-Class Estate,C 250 CGI BlueEFFICIENCY with 205/55 or 225/50 16 rear wheels,37.7,175
5791,MERCEDES-BENZ,C-Class Estate,C 250 CGI BlueEFFICIENCY with 225/45 or 245/40 17 rear wheels,36.7,180
5792,MERCEDES-BENZ,C-Class Estate,C 350 with 255/35 18 rear wheels,27.2,242
5793,MERCEDES-BENZ,CL-Class Coupé,CL 500,23.0,288
5794,MERCEDES-BENZ,CLS-Class,CLS 500 245/40 18 rear wheels,23.9,275
5795,MERCEDES-BENZ,CLS-Class,CLS 500 275/35 18 or 285/30 19 rear wheels,23.5,280
5796,MERCEDES-BENZ,E-Class Saloon,E 63 AMG with 285/35 18 or 285/30 19 rear wheels,22.4,295
5797,MERCEDES-BENZ,E-Class Saloon,E 200 CDI BlueEFFICIENCY with 205/65 or 225/55 16 rear wheels,51.4,145
5798,MERCEDES-BENZ,E-Class Saloon,E 200 CDI BlueEFFICIENCY with 205/65 or 225/55 16 rear wheels,54.3,137
5799,MERCEDES-BENZ,E-Class Saloon,E 200 CDI BlueEFFICIENCY with 245/45 17 rear wheels,49.6,149
5800,MERCEDES-BENZ,E-Class Saloon,E 200 CDI BlueEFFICIENCY with 265/35 18 rear wheels,47.9,153
5801,MERCEDES-BENZ,E-Class Saloon,E 220 CDI BlueEFFICIENCY with 205/65 or 225/55 16 rear wheels,48.7,154
5802,MERCEDES-BENZ,E-Class Saloon,E 220 CDI BlueEFFICIENCY with 205/65 or 225/55 16 rear wheels,53.3,139
5803,MERCEDES-BENZ,E-Class Saloon,E 220 CDI BlueEFFICIENCY with 245/45 17 rear wheels,47.9,156
5804,MERCEDES-BENZ,E-Class Saloon,E 220 CDI BlueEFFICIENCY with 245/45 17 rear wheels,52.3,142
5805,MERCEDES-BENZ,E-Class Saloon,E 220 CDI BlueEFFICIENCY with 265/35 18 rear wheels,47.1,159
5806,MERCEDES-BENZ,E-Class Saloon,E 250 CGI BlueEFFICIENCY with 265/35 18 rear wheels,35.3,187
5807,MERCEDES-BENZ,E-Class Saloon,E 350 CDI BlueEFFICIENCY with 225/55 16 rear wheels,41.5,179
5808,MERCEDES-BENZ,E-Class Saloon,E 350 CDI BlueEFFICIENCY with 245/45 17 rear wheels,40.9,181
5809,MERCEDES-BENZ,E-Class Saloon,E 350 CDI BlueEFFICIENCY with 265/35 18 rear wheels,39.8,186
5810,MERCEDES-BENZ,E-Class Saloon,E 350 CGI BlueEFFICIENCY with 225/55 16 rear wheels,33.2,199
5811,MERCEDES-BENZ,E-Class Saloon,E 500 with 265/35 18 rear wheels,25.2,261
5812,MERCEDES-BENZ,E-Class Saloon,E 220 CDI BlueEFFICIENCY with 265/35 18 rear wheels,51.4,144
5813,MERCEDES-BENZ,E-Class Saloon,E 250 CDI BlueEFFICIENCY with 225/55 16 rear wheels,48.7,154
5814,MERCEDES-BENZ,E-Class Saloon,E 250 CDI BlueEFFICIENCY with 225/55 16 rear wheels,53.3,139
5815,MERCEDES-BENZ,E-Class Saloon,E 250 CDI BlueEFFICIENCY with 245/45 17 rear wheels,47.9,156
5816,MERCEDES-BENZ,E-Class Saloon,E 250 CDI BlueEFFICIENCY with 245/45 17 rear wheels,52.3,142
5817,MERCEDES-BENZ,E-Class Saloon,E 250 CDI BlueEFFICIENCY with 265/35 18 rear wheels,47.1,159
5818,MERCEDES-BENZ,E-Class Saloon,E 200 CGI BlueEFFICIENCY with 205/65 or 225/55 16 rear wheels,37.7,177
5819,MERCEDES-BENZ,E-Class Saloon,E 200 CGI BlueEFFICIENCY with 205/65 or 225/55 16 rear wheels,38.7,169
5820,MERCEDES-BENZ,E-Class Saloon,E 350 CGI BlueEFFICIENCY with 245/45 17 rear wheels,32.8,201
5821,MERCEDES-BENZ,E-Class Saloon,E 350 CGI BlueEFFICIENCY with 265/35 18 rear wheels,32.1,205
5822,MERCEDES-BENZ,E-Class Saloon,E 500 with 245/45 17 rear wheels,26.2,253
5823,MERCEDES-BENZ,E-Class Saloon,E 200 CDI BlueEFFICIENCY with 245/45 17 rear wheels,53.3,140
5824,MERCEDES-BENZ,E-Class Saloon,E 200 CDI BlueEFFICIENCY with 265/35 18 rear wheels,51.4,145
5825,MERCEDES-BENZ,E-Class Saloon,E 200 CGI BlueEFFICIENCY with 245/45 17 rear wheels,37.2,179
5826,MERCEDES-BENZ,E-Class Saloon,E 200 CGI BlueEFFICIENCY with 245/45 17 rear wheels,38.2,172
5827,MERCEDES-BENZ,E-Class Saloon,E 200 CGI BlueEFFICIENCY with 265/35 18 rear wheels,35.8,184
5828,MERCEDES-BENZ,E-Class Saloon,E 200 CGI BlueEFFICIENCY with 265/35 18 rear wheels,37.2,176
5829,MERCEDES-BENZ,E-Class Saloon,E 250 CDI BlueEFFICIENCY with 265/35 18 rear wheels,51.4,144
5830,MERCEDES-BENZ,E-Class Saloon,E 250 CGI BlueEFFICIENCY with 225/55 16 rear wheels,37.2,179
5831,MERCEDES-BENZ,E-Class Saloon,E 250 CGI BlueEFFICIENCY with 245/45 17 rear wheels,36.7,181
5832,MERCEDES-BENZ,E-Class Estate,E 200 CGI BlueEFFICIENCY with 225/55 16 rear wheels,35.8,184
5833,MERCEDES-BENZ,E-Class Estate,E 200 CGI BlueEFFICIENCY with 245/45 17 rear wheels,34.9,188
5834,MERCEDES-BENZ,E-Class Estate,E 200 CGI BlueEFFICIENCY with 245/45 17 or 265/35 18 rear wheels,35.3,187
5835,MERCEDES-BENZ,E-Class Estate,E 200 CGI BlueEFFICIENCY with 265/35 18 rear wheels,34.9,189
5836,MERCEDES-BENZ,E-Class Estate,E 220 CDI BlueEFFICIENCY with 225/55 16 rear wheels,46.3,159
5837,MERCEDES-BENZ,E-Class Estate,E 220 CDI BlueEFFICIENCY with 225/55 16 rear wheels,49.6,150
5838,MERCEDES-BENZ,E-Class Estate,E 200 CGI BlueEFFICIENCY with 225/55 16 rear wheels,35.8,183
5839,MERCEDES-BENZ,E-Class Estate,E 220 CDI BlueEFFICIENCY with 245/45 17 rear wheels,45.6,162
5840,MERCEDES-BENZ,E-Class Estate,E 220 CDI BlueEFFICIENCY with 245/45 17 rear wheels,48.7,152
5841,MERCEDES-BENZ,E-Class Estate,E 220 CDI BlueEFFICIENCY with 265/35 18 rear wheels,45.6,163
5842,MERCEDES-BENZ,E-Class Estate,E 220 CDI BlueEFFICIENCY with 265/35 18 rear wheels,48.7,153
5843,MERCEDES-BENZ,E-Class Estate,E 250 CDI BlueEFFICIENCY with 225/55 16 rear wheels,46.3,159
5844,MERCEDES-BENZ,E-Class Estate,E 250 CDI BlueEFFICIENCY with 225/55 16 rear wheels,49.6,150
5845,MERCEDES-BENZ,E-Class Estate,E 250 CDI BlueEFFICIENCY with 245/45 17 rear wheels,45.6,162
5846,MERCEDES-BENZ,E-Class Estate,E 250 CDI BlueEFFICIENCY with 245/45 17 rear wheels,48.7,152
5847,MERCEDES-BENZ,E-Class Estate,E 250 CGI BlueEFFICIENCY with 245/45 17 rear wheels,34.4,190
5848,MERCEDES-BENZ,E-Class Estate,E 250 CGI BlueEFFICIENCY with 265/35 18 rear wheels,34.4,191
5849,MERCEDES-BENZ,E-Class Estate,E 350 CDI BlueEFFICIENCY with 225/55 16 rear wheels,40.4,185
5850,MERCEDES-BENZ,E-Class Estate,E 350 CDI BlueEFFICIENCY with 245/45 17 rear wheels,39.2,191
5851,MERCEDES-BENZ,E-Class Estate,E 500 with 265/35 18 rear wheels,25.2,260
5852,MERCEDES-BENZ,E-Class Estate,E 63 AMG with 285/35 18 or 285/30 19 rear wheels,22.1,299
5853,MERCEDES-BENZ,E-Class Estate,E 250 CDI BlueEFFICIENCY with 265/35 18 rear wheels,45.6,163
5854,MERCEDES-BENZ,E-Class Estate,E 250 CDI BlueEFFICIENCY with 265/35 18 rear wheels,48.7,153
5855,MERCEDES-BENZ,E-Class Estate,E 250 CGI BlueEFFICIENCY with 225/55 16 rear wheels,35.3,185
5856,MERCEDES-BENZ,E-Class Estate,E 350 CDI BlueEFFICIENCY with 265/35 18 rear wheels,38.7,192
5857,MERCEDES-BENZ,E-Class Estate,E 350 CGI BlueEFFICIENCY with 225/55 16 rear wheels,32.8,200
5858,MERCEDES-BENZ,E-Class Estate,E 350 CGI BlueEFFICIENCY with 245/45 17 rear wheels,32.1,206
5859,MERCEDES-BENZ,E-Class Estate,E 350 CGI BlueEFFICIENCY with 265/35 18 rear wheels,31.7,208
5860,MERCEDES-BENZ,E-Class Estate,E 500 with 245/45 17 rear wheels,25.4,258
5861,MERCEDES-BENZ,E-Class Coupé,E 200 CGI BlueEFFICIENCY with 16 rear wheels,38.2,174
5862,MERCEDES-BENZ,E-Class Coupé,E 200 CGI BlueEFFICIENCY with 215/45 16 or 235/45 17 rear wheels,38.7,168
5863,MERCEDES-BENZ,E-Class Coupé,E 220 CDI BlueEFFICIENCY with 215/45 16 or 235/45 17 rear wheels,45.6,163
5864,MERCEDES-BENZ,E-Class Coupé,E 220 CDI BlueEFFICIENCY with 215/45 16 or 235/45 17 rear wheels,53.3,139
5865,MERCEDES-BENZ,E-Class Coupé,E 220 CDI BlueEFFICIENCY with 255/40 17 or 255/35 18 rear wheels,44.1,168
5866,MERCEDES-BENZ,E-Class Coupé,E 250 CDI BlueEFFICIENCY with 255/40 17 or 255/35 18 rear wheels,44.1,168
5867,MERCEDES-BENZ,E-Class Coupé,E 250 CDI BlueEFFICIENCY with 255/40 17 or 255/35 18 rear wheels,50.4,148
5868,MERCEDES-BENZ,E-Class Coupé,E 250 CGI BlueEFFICIENCY with 16 rear wheels,38.2,174
5869,MERCEDES-BENZ,E-Class Coupé,E 200 CGI BlueEFFICIENCY with 16 rear wheels,39.8,164
5870,MERCEDES-BENZ,E-Class Coupé,E 200 CGI BlueEFFICIENCY with 215/45 16 or 235/45 17 rear wheels,36.7,179
5871,MERCEDES-BENZ,E-Class Coupé,E 200 CGI BlueEFFICIENCY with 255/40 17 or 255/35 18 rear wheels,36.2,182
5872,MERCEDES-BENZ,E-Class Coupé,E 200 CGI BlueEFFICIENCY with 255/40 17 or 255/35 18 rear wheels,38.2,171
5873,MERCEDES-BENZ,E-Class Coupé,E 220 CDI BlueEFFICIENCY with 16 rear wheels,48.7,154
5874,MERCEDES-BENZ,E-Class Coupé,E 220 CDI BlueEFFICIENCY with 16 rear wheels,55.4,133
5875,MERCEDES-BENZ,E-Class Coupé,E 250 CGI BlueEFFICIENCY with 215/45 16 or 235/45 17 rear wheels,36.2,180
5876,MERCEDES-BENZ,E-Class Coupé,E 250 CGI BlueEFFICIENCY with 255/40 17 or 255/35 18 rear wheels,35.8,183
5877,MERCEDES-BENZ,E-Class Coupé,E 350 CDI BlueEFFICIENCY with 235/45 17 or 255/35 18 rear wheels,41.5,179
5878,MERCEDES-BENZ,E-Class Coupé,E 350 CGI BlueEFFICIENCY with 235/45 17 rear wheels,32.8,200
5879,MERCEDES-BENZ,E-Class Coupé,E 350 CGI BlueEFFICIENCY with 255/40 17 or 255/35 18 rear wheels,32.5,203
5880,MERCEDES-BENZ,E-Class Coupé,E 220 CDI BlueEFFICIENCY with 255/40 17 or 255/35 18 rear wheels,52.3,142
5881,MERCEDES-BENZ,E-Class Coupé,E 250 CDI BlueEFFICIENCY with 16 rear wheels,48.7,154
5882,MERCEDES-BENZ,E-Class Coupé,E 250 CDI BlueEFFICIENCY with 16 rear wheels,55.4,135
5883,MERCEDES-BENZ,E-Class Coupé,E 250 CDI BlueEFFICIENCY with 215/45 16 or 235/45 17 rear wheels,45.6,163
5884,MERCEDES-BENZ,E-Class Coupé,E 250 CDI BlueEFFICIENCY with 215/45 16 or 235/45 17 rear wheels,52.3,143
5885,MERCEDES-BENZ,E-Class Coupé,E 350 CGI BlueEFFICIENCY with 225/55 16 rear wheels,33.2,199
5886,MERCEDES-BENZ,E-Class Coupé,E 500,25.9,254
5887,MERCEDES-BENZ,E-Class Cabriolet,E 200 CGI BlueEFFICIENCY with 235/45 17 rear wheels,38.2,172
5888,MERCEDES-BENZ,E-Class Cabriolet,E 200 CGI BlueEFFICIENCY with 255/40 17 or 255/35 18 rear wheels,34.4,190
5889,MERCEDES-BENZ,E-Class Cabriolet,E 200 CGI BlueEFFICIENCY with 255/40 17 or 255/35 18 rear wheels,37.2,177
5890,MERCEDES-BENZ,E-Class Cabriolet,E 220 CDI BlueEFFICIENCY with 255/40 17 or 255/35 18 rear wheels,44.8,165
5891,MERCEDES-BENZ,E-Class Cabriolet,E 200 CGI BlueEFFICIENCY with 235/45 17 rear wheels,35.8,185
5892,MERCEDES-BENZ,E-Class Cabriolet,E 220 CDI BlueEFFICIENCY with 235/45 17 rear wheels,45.6,162
5893,MERCEDES-BENZ,E-Class Cabriolet,E 220 CDI BlueEFFICIENCY with 235/45 17 rear wheels,52.3,143
5894,MERCEDES-BENZ,E-Class Cabriolet,E 220 CDI BlueEFFICIENCY with 255/40 17 or 255/35 18 rear wheels,44.8,165
5895,MERCEDES-BENZ,E-Class Cabriolet,E 220 CDI BlueEFFICIENCY with 255/40 17 or 255/35 18 rear wheels,50.4,148
5896,MERCEDES-BENZ,E-Class Cabriolet,E 250 CDI BlueEFFICIENCY with 255/40 17 or 255/35 18 rear wheels,44.8,165
5897,MERCEDES-BENZ,E-Class Cabriolet,E 250 CDI BlueEFFICIENCY with 255/40 17 or 255/35 18 rear wheels,48.7,153
5898,MERCEDES-BENZ,E-Class Cabriolet,E 250 CGI BlueEFFICIENCY with 235/45 17 rear wheels,35.8,185
5899,MERCEDES-BENZ,E-Class Cabriolet,E 250 CGI BlueEFFICIENCY with 255/40 17 or 255/35 18 rear wheels,34.4,190
5900,MERCEDES-BENZ,E-Class Cabriolet,E 350 CDI BlueEFFICIENCY with 235/45 17 rear wheels,40.4,185
5901,MERCEDES-BENZ,E-Class Cabriolet,E 250 CDI BlueEFFICIENCY with 235/45 17 rear wheels,45.6,162
5902,MERCEDES-BENZ,E-Class Cabriolet,E 250 CDI BlueEFFICIENCY with 235/45 17 rear wheels,50.4,148
5903,MERCEDES-BENZ,E-Class Cabriolet,E 350 CDI BlueEFFICIENCY with 255/40 17 or 255/35 18 rear wheels,39.2,189
5904,MERCEDES-BENZ,E-Class Cabriolet,E 350 CGI BlueEFFICIENCY with 235/45 17 rear wheels,32.1,206
5905,MERCEDES-BENZ,E-Class Cabriolet,E 350 CGI BlueEFFICIENCY with 255/40 17 or 255/35 18 rear wheels,31.4,208
5906,MERCEDES-BENZ,E-Class Cabriolet,E 500 with 255/40 17 or 255/35 18 rear wheels,25.7,257
5907,MERCEDES-BENZ,GL-Class,GL 500 4MATIC with 275/50 20 or 295/40 21 rear wheels,20.5,322
5908,MERCEDES-BENZ,GL-Class,GL 500 4MATIC with 275/55 19 rear wheels,20.8,317
5909,MERCEDES-BENZ,M-Class (164),ML 500 4MATIC 255/265/285 Tyres at rear,21.6,304
5910,MERCEDES-BENZ,S-Class,S 350 with 235/55 17 or 255/45 18 rear wheels,28.2,234
5911,MERCEDES-BENZ,S-Class,S 350 with 275/40 19 or 275/35 20 rear wheels,27.7,237
5912,MERCEDES-BENZ,S-Class,S 350 with 275/45 18 rear wheels,28.0,236
5913,MERCEDES-BENZ,S-Class L,S 350 with 235/55 17 or 255/45 18 rear wheels,28.2,234
5914,MERCEDES-BENZ,S-Class L,S 500 with 275/45 18 rear wheels,25.2,262
5915,MERCEDES-BENZ,S-Class L,S 350 with 275/40 19 or 275/35 20 rear wheels,27.7,237
5916,MERCEDES-BENZ,S-Class L,S 350 with 275/45 18 rear wheels,28.0,236
5917,MERCEDES-BENZ,S-Class L,S 500 with 255/45 18 rear wheels,25.4,260
5918,MERCEDES-BENZ,S-Class L,S 500 with 275/40 19 or 275/35 20 rear wheels,25.0,264
5919,MERCEDES-BENZ,SL-Class,SL 350 with 255/40 or 285/35 18 rear wheels,29.1,226
5920,MERCEDES-BENZ,SL-Class,SL 350 with 285/30 19 rear wheels,29.1,226
5921,MERCEDES-BENZ,SL-Class,SL 500 with 255/40 or 285/35 18 rear wheels,24.4,272
5922,MERCEDES-BENZ,SL-Class,SL 63 AMG with 285/30 19 rear wheels,20.0,328
5923,MERCEDES-BENZ,SL-Class,SL 300 with 245/45 17 rear wheels,30.4,217
